DeepJet;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, central, 2, 1.6, 2.5, 60, 100, 0.0115, 0.0155, 290507.047482*(x-0.0115)*(x-0.0115)*(x-0.0115)-1803.47721919*(x-0.0115)*(x-0.0115)+17.8618529837*(x-0.0115)+0.9971597790718079
3, iterativefit, central, 2, 1.6, 2.5, 60, 100, 0.0155, 0.0235, -369795.682387*(x-0.0155)*(x-0.0155)*(x-0.0155)+3403.82281258*(x-0.0155)*(x-0.0155)+17.3783735093*(x-0.0155)+1.0583440065383911
3, iterativefit, central, 2, 1.6, 2.5, 60, 100, 0.0235, 0.049, 970.213452411*(x-0.0235)*(x-0.0235)*(x-0.0235)-43.7236104761*(x-0.0235)*(x-0.0235)+0.838767492301*(x-0.0235)+1.2258802652359009
3, iterativefit, central, 2, 1.6, 2.5, 60, 100, 0.049, 0.11, -211.817814739*(x-0.049)*(x-0.049)*(x-0.049)+22.7723983992*(x-0.049)*(x-0.049)+0.501507250313*(x-0.049)+1.2349250316619873
3, iterativefit, central, 2, 1.6, 2.5, 60, 100, 0.11, 0.1925, -37.5809437214*(x-0.11)*(x-0.11)*(x-0.11)+1.34733747006*(x-0.11)*(x-0.11)+0.915217589074*(x-0.11)+1.30217444896698
3, iterativefit, central, 2, 1.6, 2.5, 60, 100, 0.1925, 0.622, -0.194931708014*(x-0.1925)*(x-0.1925)*(x-0.1925)-0.305349329793*(x-0.1925)*(x-0.1925)+0.370172377023*(x-0.1925)+1.3657479286193848
3, iterativefit, central, 2, 1.6, 2.5, 60, 100, 0.622, 1.1, 1.45296466351
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, -15, 0, 0.0
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0, 0.001, 0.706820547581
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.001, 0.0025, -5680260.69776*(x-0.001)*(x-0.001)*(x-0.001)+25849.2361767*(x-0.001)*(x-0.001)+0.0*(x-0.001)+0.706820547580719
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.0025, 0.0035, -11502032.4931*(x-0.0025)*(x-0.0025)*(x-0.0025)+42908.5142454*(x-0.0025)*(x-0.0025)+39.2059488203*(x-0.0025)+0.7458104491233826
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.0035, 0.0045, -161578223.432*(x-0.0035)*(x-0.0035)*(x-0.0035)+197108.895233*(x-0.0035)*(x-0.0035)+90.5168798316*(x-0.0035)+0.8164228796958923
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.0045, 0.0055, 23135900.4974*(x-0.0045)*(x-0.0045)*(x-0.0045)-34703.8507462*(x-0.0045)*(x-0.0045)+0.0*(x-0.0045)+0.9424704313278198
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.0055, 0.0065, -127987794.89*(x-0.0055)*(x-0.0055)*(x-0.0055)+237165.980353*(x-0.0055)*(x-0.0055)+0.0*(x-0.0055)+0.9309024810791016
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.0065, 0.0075, -59104505.7253*(x-0.0065)*(x-0.0065)*(x-0.0065)+45823.5704519*(x-0.0065)*(x-0.0065)+90.3685760358*(x-0.0065)+1.0400806665420532
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.0075, 0.0095, 853505.163095*(x-0.0075)*(x-0.0075)*(x-0.0075)-2976.52432389*(x-0.0075)*(x-0.0075)+4.7021997636*(x-0.0075)+1.1171683073043823
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.0095, 0.014, -125749.421265*(x-0.0095)*(x-0.0095)*(x-0.0095)+1307.50801961*(x-0.0095)*(x-0.0095)+3.03816442516*(x-0.0095)+1.1214946508407593
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.014, 0.024, -93688.0636973*(x-0.014)*(x-0.014)*(x-0.014)+1073.35360747*(x-0.014)*(x-0.014)+7.16645925984*(x-0.014)+1.1501845121383667
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.024, 0.0725, 165.881099183*(x-0.024)*(x-0.024)*(x-0.024)-14.5054324139*(x-0.024)*(x-0.024)+0.527112300116*(x-0.024)+1.2354964017868042
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.0725, 0.562, 0.105749209504*(x-0.0725)*(x-0.0725)*(x-0.0725)+0.959060482813*(x-0.0725)*(x-0.0725)+0.29066680263*(x-0.0725)+1.2458653450012207
3, iterativefit, central, 2, 0.0, 0.8, 100, 10000.0, 0.562, 1.1, 1.63035070896
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, -15, 0, 0.0
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0, 0.001, 0.627721846104
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.001, 0.0025, -3631589.39806*(x-0.001)*(x-0.001)*(x-0.001)+21662.2396091*(x-0.001)*(x-0.001)+31.5490047137*(x-0.001)+0.6277218461036682
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.0025, 0.0035, -24561129.4854*(x-0.0025)*(x-0.0025)*(x-0.0025)+48947.0611431*(x-0.0025)*(x-0.0025)+72.022495104*(x-0.0025)+0.7115287780761719
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.0035, 0.0045, -81339243.5542*(x-0.0035)*(x-0.0035)*(x-0.0035)+81164.6813265*(x-0.0035)*(x-0.0035)+96.2332289338*(x-0.0035)+0.8079372048377991
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.0045, 0.0055, 12708383.3191*(x-0.0045)*(x-0.0045)*(x-0.0045)-19385.1331096*(x-0.0045)*(x-0.0045)+14.5448609242*(x-0.0045)+0.9039958715438843
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.0055, 0.0065, -54835397.7451*(x-0.0055)*(x-0.0055)*(x-0.0055)+100487.011306*(x-0.0055)*(x-0.0055)+13.8997446621*(x-0.0055)+0.9118639826774597
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.0065, 0.008, -15677142.9633*(x-0.0065)*(x-0.0065)*(x-0.0065)+18484.3803212*(x-0.0065)*(x-0.0065)+50.3675740388*(x-0.0065)+0.9714153409004211
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.008, 0.0105, 1710723.87695*(x-0.008)*(x-0.008)*(x-0.008)-6415.21453857*(x-0.008)*(x-0.008)+0.0*(x-0.008)+1.0356462001800537
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.0105, 0.016, -1849671.35297*(x-0.0105)*(x-0.0105)*(x-0.0105)+15873.6900292*(x-0.0105)*(x-0.0105)+0.0*(x-0.0105)+1.0222811698913574
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.016, 0.042, 987.251001252*(x-0.016)*(x-0.016)*(x-0.016)-168.366539799*(x-0.016)*(x-0.016)+6.75291503901*(x-0.016)+1.1947212219238281
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.042, 0.1085, 163.551397471*(x-0.042)*(x-0.042)*(x-0.042)-16.3142518977*(x-0.042)*(x-0.042)+0.0*(x-0.042)+1.273833155632019
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.1085, 0.5815, 1.11096465441*(x-0.1085)*(x-0.1085)*(x-0.1085)+0.649442061974*(x-0.1085)*(x-0.1085)+0.0*(x-0.1085)+1.2497845888137817
3, iterativefit, central, 2, 0.8, 1.6, 100, 10000.0, 0.5815, 1.1, 1.51265013218
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, -15, 0, 0.0
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0, 0.002, 0.756311297417
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.002, 0.0055, -62078.6862071*(x-0.002)*(x-0.002)*(x-0.002)+1575.92800316*(x-0.002)*(x-0.002)+20.2248692513*(x-0.002)+0.756311297416687
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.0055, 0.009, -2084631.1844*(x-0.0055)*(x-0.0055)*(x-0.0055)+8872.13714858*(x-0.0055)*(x-0.0055)+28.9749735553*(x-0.0055)+0.8437418341636658
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.009, 0.0135, 460069.694103*(x-0.009)*(x-0.009)*(x-0.009)-3314.26287464*(x-0.009)*(x-0.009)+14.4697375684*(x-0.009)+0.9644593596458435
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.0135, 0.019, -1091959.88499*(x-0.0135)*(x-0.0135)*(x-0.0135)+7864.06854082*(x-0.0135)*(x-0.0135)+12.5906056134*(x-0.0135)+1.0043832063674927
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.019, 0.025, 364897.427736*(x-0.019)*(x-0.019)*(x-0.019)-3284.07684962*(x-0.019)*(x-0.019)+0.0*(x-0.019)+1.1298447847366333
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.025, 0.032, -1035250.31065*(x-0.025)*(x-0.025)*(x-0.025)+10870.1282618*(x-0.025)*(x-0.025)+0.0*(x-0.025)+1.0904358625411987
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.032, 0.0405, 522995.538632*(x-0.032)*(x-0.032)*(x-0.032)-6668.19311756*(x-0.032)*(x-0.032)+0.0*(x-0.032)+1.2679812908172607
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.0405, 0.051, -87302.1336282*(x-0.0405)*(x-0.0405)*(x-0.0405)+1673.16644511*(x-0.0405)*(x-0.0405)+0.0*(x-0.0405)+1.107388973236084
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.051, 0.105, -1070.68771191*(x-0.051)*(x-0.051)*(x-0.051)+28.7505690182*(x-0.051)*(x-0.051)+6.26131464978*(x-0.051)+1.190792441368103
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.105, 0.224, 266.02498706*(x-0.105)*(x-0.105)*(x-0.105)-47.4854601902*(x-0.105)*(x-0.105)+0.0*(x-0.105)+1.4441453218460083
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.224, 0.6525, 4.88014173261*(x-0.224)*(x-0.224)*(x-0.224)+0.0*(x-0.224)*(x-0.224)+0.0*(x-0.224)+1.2199981212615967
3, iterativefit, central, 2, 1.6, 2.5, 100, 10000.0, 0.6525, 1.1, 1.60395717621
